Date,Review,Rating,Product,District
03/10/2016,Error Kept Cropping Up additional charges the worst soo frustrating!strange.,1,Online Services,35
03/10/2016,To Frustrate Me complicated to figure out additional charges not great soo frustrating!strange WHY!? not great complicated online banking.,1,Online Services,48
03/10/2016,"Frustrating long wait times WHY!? bad advice frustrating lost my details, staff were so unhelpful not great lost my details, staff were so unhelpful.",1,Online Services,51
04/10/2016,Long Wait Times what happened terrible manager high fees not great.,1,Mortgage,55
04/10/2016,Where I Lost My Pin secure from fraud fast transactions friendly staff wide range of services fast transactions fast transactions friendly staff.,5,Online Services,74
04/10/2016,Where I Lost My Pin friendly staff helped me in a case of fraud helpful customer service stable interest rate friendly staff waved fees.,5,Online Services,49
04/10/2016,Stable Interest Rate efficient easy online banking.,5,Online Services,76
04/10/2016,Helpful Customer Service where i lost my PIN responded quick where i lost my PIN responded quick helpful customer service.,5,Online Services,53
04/10/2016,Responded Quick helpful customer service secure from fraud.,5,Online Services,37
04/10/2016,Waved Fees secure from fraud secure from fraud stable interest rate easy online banking where i lost my PIN secure from fraud.,5,Online Services,21
04/10/2016,Friendly Staff fast transactions waved fees friendly staff worried about fraud but helpful customer service easy online banking.,5,Online Services,53
04/10/2016,Stable Interest Rate helpful customer service wide range of services wide range of services.,5,Online Services,48
04/10/2016,Waved Fees efficient waved fees wide range of services secure from fraud competitive rates.,5,Online Services,37
04/10/2016,Competitive Rates secure from fraud competitive rates helpful customer service.,5,Online Services,70
04/10/2016,Friendly Staff helped me in a case of fraud fast transactions worried about fraud but.,5,Online Services,64
04/10/2016,"Slow Transactions complicated to figure out lost my details, staff were so unhelpful complicated online banking not great bad advice.",1,Online Services,13
04/10/2016,"Limited Services additional charges what happened to this bank?? lost my details, staff were so unhelpful what happened to this bank?? bad advice.",1,Online Services,42
04/10/2016,Complicated Online Banking long wait times complicated online banking to frustrate me error frustrating soo frustrating!strange frustrating.,1,Online Services,60
04/10/2016,To Frustrate Me rude customer service limited services long wait times the worst.,1,Online Services,68
04/10/2016,Limited Services slow transactions not great rude customer service not great limited services bad advice.,1,Online Services,74
04/10/2016,Complicated Online Banking error kept cropping up to frustrate me not great to frustrate me error kept cropping up complicated to figure out.,1,Online Services,62
05/10/2016,Competitive Rates Thank you! fast transactions wide range of services easy online banking.,5,Mortgage,32
05/10/2016,Helped Me In A Case Of Fraud worried about fraud but helpful customer service efficient where i lost my PIN where i lost my PIN worried about fraud but efficient.,5,Online Services,75
05/10/2016,Stable Interest Rate friendly staff worried about fraud but efficient where i lost my PIN.,5,Online Services,32
05/10/2016,Wide Range Of Services where i lost my PIN waved fees efficient easy online banking waved fees efficient responded quick.,5,Online Services,63
05/10/2016,Stable Interest Rate helped me in a case of fraud helpful customer service helped me in a case of fraud easy online banking helpful customer service.,5,Online Services,69
05/10/2016,Worried About Fraud But fast transactions efficient fast transactions.,5,Online Services,64
05/10/2016,Wide Range Of Services waved fees stable interest rate waved fees wide range of services friendly staff responded quick helpful customer service.,5,Online Services,21
05/10/2016,Worried About Fraud But fast transactions easy online banking efficient waved fees responded quick helped me in a case of fraud.,5,Online Services,38
05/10/2016,Waved Fees fast transactions fast transactions responded quick worried about fraud but waved fees.,5,Online Services,25
05/10/2016,Friendly Staff competitive rates fast transactions responded quick helped me in a case of fraud competitive rates helpful customer service helped me in a case of fraud.,5,Online Services,64
05/10/2016,Easy Online Banking secure from fraud efficient efficient secure from fraud easy online banking helpful customer service.,5,Online Services,70
05/10/2016,Easy Online Banking wide range of services friendly staff secure from fraud fast transactions worried about fraud but secure from fraud helpful customer service.,5,Online Services,36
05/10/2016,"Complicated To Figure Out soo frustrating!strange bad advice lost my details, staff were so unhelpful slow transactions complicated to figure out.",1,Online Services,47
05/10/2016,"Not Great rude customer service lost my details, staff were so unhelpful to frustrate me what happened to this bank?? complicated to figure out.",1,Online Services,66
05/10/2016,Not Great not great soo frustrating!strange error.,1,Online Services,25
05/10/2016,"What Happened To This Bank?? rude customer service slow transactions long wait times soo frustrating!strange the worst lost my details, staff were so unhelpful slow transactions.",1,Online Services,34
05/10/2016,Additional Charges additional charges not great.,1,Online Services,42
05/10/2016,Poor Interest Rates what happened to this bank?? poor interest rates long wait times frustrating bad advice.,1,Online Services,27
06/10/2016,Waved Fees competitive rates helpful customer service where i lost my PIN stable interest rate efficient wide range of services.,5,Online Services,73
06/10/2016,Stable Interest Rate competitive rates stable interest rate responded quick helpful customer service friendly staff fast transactions.,5,Online Services,7
06/10/2016,Worried About Fraud But helpful customer service efficient secure from fraud easy online banking helped me in a case of fraud.,5,Online Services,20
06/10/2016,Worried About Fraud But helped me in a case of fraud secure from fraud efficient helpful customer service responded quick.,5,Online Services,26
06/10/2016,Stable Interest Rate worried about fraud but wide range of services easy online banking secure from fraud efficient wide range of services.,5,Online Services,22
06/10/2016,Wide Range Of Services fast transactions efficient fast transactions where i lost my PIN helped me in a case of fraud.,5,Online Services,46
06/10/2016,Competitive Rates worried about fraud but where i lost my PIN helpful customer service stable interest rate.,5,Online Services,15
06/10/2016,Competitive Rates waved fees easy online banking worried about fraud but fast transactions waved fees.,5,Online Services,72
06/10/2016,Waved Fees where i lost my PIN competitive rates helpful customer service helped me in a case of fraud secure from fraud fast transactions.,5,Online Services,32
06/10/2016,Easy Online Banking stable interest rate competitive rates.,5,Online Services,5
06/10/2016,Wide Range Of Services easy online banking waved fees responded quick responded quick.,5,Online Services,7
06/10/2016,Efficient friendly staff waved fees secure from fraud friendly staff efficient wide range of services efficient.,5,Online Services,70
06/10/2016,Responded Quick friendly staff helpful customer service.,5,Online Services,3
06/10/2016,Worried About Fraud But stable interest rate efficient competitive rates competitive rates waved fees.,5,Online Services,42
06/10/2016,Easy Online Banking helped me in a case of fraud helped me in a case of fraud efficient fast transactions.,5,Online Services,74
06/10/2016,Helpful Customer Service fast transactions fast transactions wide range of services efficient.,5,Online Services,1
06/10/2016,Helpful Customer Service competitive rates competitive rates friendly staff.,5,Online Services,69
06/10/2016,Complicated Online Banking error complicated online banking error complicated to figure out WHY!? the worst.,1,Online Services,60
06/10/2016,"Not Great lost my details, staff were so unhelpful the worst WHY!?.",1,Online Services,55
06/10/2016,Rude Customer Service not great soo frustrating!strange.,1,Online Services,58
06/10/2016,Long Wait Times the worst poor interest rates complicated to figure out limited services rude customer service.,1,Online Services,40
06/10/2016,Why!? rude customer service what happened to this bank?? complicated online banking slow transactions soo frustrating!strange.,1,Online Services,51
07/10/2016,Poor Interest Rates what happened rude customer service high fees i hope youre proud of yourselves!! slow transactions.,1,Mortgage,63
07/10/2016,Limited Services long wait times not great insecure.,1,Mortgage,9
07/10/2016,Secure From Fraud helped me in a case of fraud worried about fraud but competitive rates waved fees secure from fraud responded quick secure from fraud.,5,Online Services,6
07/10/2016,Worried About Fraud But secure from fraud secure from fraud easy online banking competitive rates friendly staff competitive rates.,5,Online Services,62
07/10/2016,Responded Quick wide range of services fast transactions fast transactions competitive rates wide range of services.,5,Online Services,53
07/10/2016,Waved Fees easy online banking wide range of services worried about fraud but fast transactions fast transactions competitive rates.,5,Online Services,41
07/10/2016,Responded Quick helped me in a case of fraud helped me in a case of fraud where i lost my PIN friendly staff.,5,Online Services,64
07/10/2016,Competitive Rates responded quick responded quick.,5,Online Services,30
07/10/2016,Efficient where i lost my PIN helped me in a case of fraud worried about fraud but secure from fraud stable interest rate.,5,Online Services,2
07/10/2016,Helpful Customer Service stable interest rate responded quick secure from fraud.,5,Online Services,3
07/10/2016,Helped Me In A Case Of Fraud easy online banking responded quick wide range of services friendly staff where i lost my PIN wide range of services.,5,Online Services,7
07/10/2016,Where I Lost My Pin fast transactions competitive rates secure from fraud where i lost my PIN easy online banking.,5,Online Services,44
07/10/2016,Efficient fast transactions helped me in a case of fraud secure from fraud stable interest rate helpful customer service.,5,Online Services,57
07/10/2016,Fast Transactions efficient competitive rates.,5,Online Services,2
07/10/2016,Waved Fees secure from fraud waved fees where i lost my PIN.,5,Online Services,15
07/10/2016,Where I Lost My Pin waved fees secure from fraud competitive rates.,5,Online Services,71
07/10/2016,Secure From Fraud responded quick competitive rates helped me in a case of fraud where i lost my PIN helped me in a case of fraud.,5,Online Services,11
07/10/2016,Additional Charges bad advice soo frustrating!strange long wait times.,1,Online Services,49
07/10/2016,To Frustrate Me additional charges limited services what happened to this bank?? poor interest rates.,1,Online Services,45
07/10/2016,To Frustrate Me long wait times soo frustrating!strange additional charges the worst.,1,Online Services,21
07/10/2016,Error Kept Cropping Up complicated to figure out error slow transactions not great what happened to this bank?? bad advice slow transactions.,1,Online Services,29
07/10/2016,Poor Interest Rates to frustrate me WHY!? what happened to this bank?? error kept cropping up complicated online banking what happened to this bank??.,1,Online Services,36
07/10/2016,Soo Frustrating!Strange soo frustrating!strange not great bad advice.,1,Online Services,29
07/10/2016,To Frustrate Me WHY!? what happened to this bank?? poor interest rates WHY!? poor interest rates.,1,Online Services,15
08/10/2016,Waved Fees fast transactions wide range of services competitive rates easy online banking excellent financial advice worried but got really helpful advise on remorgaging.,5,Mortgage,36
08/10/2016,Not Bad worried but got really helpful advise on remorgaging easy online banking friendly staff.,5,Mortgage,76
08/10/2016,Not Bad with ease very good wide range of services helpful customer service.,5,Mortgage,3
08/10/2016,Poor Interest Rates distressed by this unhelpful staff rude customer service insecure distressed by this not great.,1,Mortgage,8
08/10/2016,My Mum distressed by this unhelpful staff what happened high fees.,1,Mortgage,45
08/10/2016,Insecure fees rising bad financial advice i hope youre proud of yourselves!! limited services not great.,1,Mortgage,0
08/10/2016,Unhelpful Staff unhelpful staff bad financial advice.,1,Mortgage,59
08/10/2016,Fast Transactions waved fees secure from fraud fast transactions helped me in a case of fraud.,5,Online Services,69
08/10/2016,Waved Fees secure from fraud efficient helpful customer service efficient worried about fraud but.,5,Online Services,37
08/10/2016,Helpful Customer Service competitive rates waved fees wide range of services helped me in a case of fraud waved fees wide range of services efficient.,5,Online Services,1
08/10/2016,Worried About Fraud But wide range of services stable interest rate fast transactions easy online banking secure from fraud wide range of services.,5,Online Services,2
08/10/2016,Responded Quick helpful customer service responded quick.,5,Online Services,9
08/10/2016,Competitive Rates friendly staff wide range of services competitive rates secure from fraud worried about fraud but.,5,Online Services,64
08/10/2016,Where I Lost My Pin competitive rates where i lost my PIN waved fees secure from fraud competitive rates efficient.,5,Online Services,22
08/10/2016,Waved Fees helped me in a case of fraud efficient helpful customer service efficient responded quick.,5,Online Services,75
08/10/2016,Responded Quick fast transactions secure from fraud waved fees wide range of services efficient.,5,Online Services,52
08/10/2016,Fast Transactions responded quick worried about fraud but efficient waved fees friendly staff responded quick.,5,Online Services,5
08/10/2016,Helped Me In A Case Of Fraud responded quick fast transactions easy online banking competitive rates worried about fraud but helpful customer service.,5,Online Services,73
08/10/2016,Helped Me In A Case Of Fraud worried about fraud but competitive rates secure from fraud competitive rates waved fees.,5,Online Services,11
08/10/2016,Competitive Rates worried about fraud but stable interest rate waved fees secure from fraud.,5,Online Services,21
08/10/2016,Long Wait Times error to frustrate me WHY!?.,1,Online Services,32
08/10/2016,Frustrating poor interest rates error to frustrate me rude customer service to frustrate me.,1,Online Services,68
08/10/2016,Limited Services not great slow transactions poor interest rates WHY!?.,1,Online Services,3
08/10/2016,"Long Wait Times error kept cropping up lost my details, staff were so unhelpful.",1,Online Services,60
08/10/2016,Not Great soo frustrating!strange error kept cropping up to frustrate me not great additional charges complicated online banking rude customer service.,1,Online Services,24
09/10/2016,Not Bad wide range of services helpful customer service helpful customer service worried but got really helpful advise on remorgaging competitive rates with ease.,5,Mortgage,6
09/10/2016,Very Good waved fees waved fees.,5,Mortgage,76
09/10/2016,Responded Quick secure from fraud worried about fraud but waved fees.,5,Online Services,4
09/10/2016,Efficient fast transactions where i lost my PIN fast transactions efficient.,5,Online Services,64
09/10/2016,Stable Interest Rate stable interest rate worried about fraud but secure from fraud secure from fraud.,5,Online Services,70
09/10/2016,Waved Fees secure from fraud competitive rates worried about fraud but competitive rates stable interest rate efficient.,5,Online Services,1
09/10/2016,Where I Lost My Pin waved fees stable interest rate helpful customer service helped me in a case of fraud easy online banking helpful customer service.,5,Online Services,64
09/10/2016,Efficient responded quick fast transactions helped me in a case of fraud responded quick friendly staff.,5,Online Services,7
09/10/2016,Worried About Fraud But stable interest rate responded quick helpful customer service helped me in a case of fraud wide range of services secure from fraud.,5,Online Services,35
09/10/2016,Helped Me In A Case Of Fraud helpful customer service efficient helped me in a case of fraud efficient.,5,Online Services,66
09/10/2016,Fast Transactions waved fees competitive rates.,5,Online Services,44
09/10/2016,Easy Online Banking helped me in a case of fraud helpful customer service.,5,Online Services,66
09/10/2016,Worried About Fraud But waved fees helped me in a case of fraud where i lost my PIN secure from fraud.,5,Online Services,69
09/10/2016,Stable Interest Rate helped me in a case of fraud waved fees where i lost my PIN competitive rates secure from fraud.,5,Online Services,59
09/10/2016,Worried About Fraud But friendly staff where i lost my PIN waved fees competitive rates.,5,Online Services,47
09/10/2016,Helped Me In A Case Of Fraud wide range of services secure from fraud helped me in a case of fraud responded quick.,5,Online Services,24
09/10/2016,Complicated Online Banking frustrating complicated to figure out.,1,Online Services,57
09/10/2016,"Error Kept Cropping Up limited services not great not great lost my details, staff were so unhelpful limited services additional charges lost my details, staff were so unhelpful.",1,Online Services,70
09/10/2016,Complicated Online Banking WHY!? what happened to this bank??.,1,Online Services,4
09/10/2016,"Limited Services lost my details, staff were so unhelpful lost my details, staff were so unhelpful soo frustrating!strange what happened to this bank?? the worst to frustrate me.",1,Online Services,71
09/10/2016,Complicated Online Banking to frustrate me error kept cropping up what happened to this bank??.,1,Online Services,13
09/10/2016,Complicated Online Banking slow transactions complicated online banking long wait times the worst to frustrate me.,1,Online Services,46
09/10/2016,Long Wait Times limited services not great not great the worst limited services.,1,Online Services,66
09/10/2016,Complicated To Figure Out additional charges bad advice slow transactions complicated online banking complicated to figure out to frustrate me what happened to this bank??.,1,Online Services,48
09/10/2016,Frustrating complicated online banking soo frustrating!strange rude customer service not great complicated online banking.,1,Online Services,17
09/10/2016,Complicated To Figure Out rude customer service rude customer service complicated online banking complicated online banking slow transactions rude customer service to frustrate me.,1,Online Services,9
09/10/2016,Additional Charges additional charges limited services bad advice soo frustrating!strange slow transactions to frustrate me.,1,Online Services,24
09/10/2016,Rude Customer Service limited services not great soo frustrating!strange.,1,Online Services,47
10/10/2016,Waved Fees competitive rates responded quick wide range of services responded quick competitive rates wide range of services.,5,Online Services,53
10/10/2016,Responded Quick helpful customer service fast transactions competitive rates where i lost my PIN efficient.,5,Online Services,17
10/10/2016,Stable Interest Rate easy online banking wide range of services easy online banking.,5,Online Services,11
10/10/2016,Stable Interest Rate responded quick competitive rates helped me in a case of fraud competitive rates responded quick competitive rates.,5,Online Services,17
10/10/2016,Stable Interest Rate responded quick fast transactions wide range of services fast transactions stable interest rate.,5,Online Services,42
10/10/2016,Fast Transactions friendly staff worried about fraud but friendly staff where i lost my PIN competitive rates.,5,Online Services,6
10/10/2016,Responded Quick easy online banking responded quick stable interest rate waved fees where i lost my PIN.,5,Online Services,1
10/10/2016,Where I Lost My Pin easy online banking fast transactions responded quick stable interest rate waved fees efficient.,5,Online Services,42
10/10/2016,Secure From Fraud secure from fraud worried about fraud but secure from fraud.,5,Online Services,56
10/10/2016,Friendly Staff helpful customer service wide range of services helpful customer service easy online banking helped me in a case of fraud worried about fraud but helped me in a case of fraud.,5,Online Services,21
10/10/2016,Limited Services long wait times not great not great bad advice limited services.,1,Online Services,9
10/10/2016,Soo Frustrating!Strange long wait times frustrating complicated to figure out WHY!? bad advice.,1,Online Services,18
10/10/2016,Additional Charges additional charges slow transactions long wait times WHY!? the worst.,1,Online Services,50
10/10/2016,Rude Customer Service error kept cropping up slow transactions complicated to figure out WHY!? frustrating.,1,Online Services,53
10/10/2016,To Frustrate Me WHY!? complicated to figure out complicated to figure out error slow transactions rude customer service not great.,1,Online Services,57
10/10/2016,Frustrating to frustrate me complicated online banking what happened to this bank??.,1,Online Services,32
10/10/2016,Frustrating frustrating rude customer service error kept cropping up to frustrate me.,1,Online Services,45
10/10/2016,Complicated To Figure Out the worst slow transactions to frustrate me the worst poor interest rates rude customer service.,1,Online Services,56
11/10/2016,Unhelpful Staff fees slow transactions slow transactions distressed by this fees my mum.,1,Mortgage,66
11/10/2016,Not Great fees insecure limited services insecure.,1,Mortgage,39
11/10/2016,Stable Interest Rate efficient worried about fraud but responded quick where i lost my PIN fast transactions.,5,Online Services,64
11/10/2016,Easy Online Banking responded quick competitive rates worried about fraud but helped me in a case of fraud stable interest rate helpful customer service competitive rates.,5,Online Services,16
11/10/2016,Waved Fees efficient efficient waved fees.,5,Online Services,55
11/10/2016,Responded Quick easy online banking responded quick.,5,Online Services,13
11/10/2016,Competitive Rates fast transactions wide range of services efficient secure from fraud efficient efficient.,5,Online Services,56
11/10/2016,Responded Quick where i lost my PIN competitive rates worried about fraud but secure from fraud.,5,Online Services,74
11/10/2016,Efficient stable interest rate stable interest rate secure from fraud waved fees.,5,Online Services,40
11/10/2016,Easy Online Banking worried about fraud but helped me in a case of fraud stable interest rate easy online banking worried about fraud but competitive rates fast transactions.,5,Online Services,24
11/10/2016,Friendly Staff wide range of services efficient.,5,Online Services,56
11/10/2016,Friendly Staff wide range of services stable interest rate stable interest rate helped me in a case of fraud where i lost my PIN.,5,Online Services,71
11/10/2016,Additional Charges to frustrate me WHY!? error kept cropping up poor interest rates.,1,Online Services,53
11/10/2016,Rude Customer Service to frustrate me bad advice frustrating.,1,Online Services,72
11/10/2016,Why!? limited services slow transactions poor interest rates WHY!? not great frustrating.,1,Online Services,66
11/10/2016,"Long Wait Times what happened to this bank?? slow transactions lost my details, staff were so unhelpful to frustrate me what happened to this bank?? the worst.",1,Online Services,37
12/10/2016,"Reliable, fast transactions reliable, worried but got really helpful advise on remorgaging Thank you!.",5,Mortgage,16
12/10/2016,Unhelpful Staff my mum what happened unhelpful staff not great long wait times distressed by this.,1,Mortgage,66
12/10/2016,High Fees fees high fees my mum unhelpful staff.,1,Mortgage,6
12/10/2016,Easy Online Banking secure from fraud easy online banking helped me in a case of fraud worried about fraud but.,5,Online Services,21
12/10/2016,Friendly Staff friendly staff responded quick where i lost my PIN helped me in a case of fraud helpful customer service.,5,Online Services,64
12/10/2016,Easy Online Banking easy online banking secure from fraud responded quick easy online banking responded quick friendly staff.,5,Online Services,30
12/10/2016,Stable Interest Rate wide range of services helpful customer service easy online banking stable interest rate efficient friendly staff.,5,Online Services,36
12/10/2016,Rude Customer Service error slow transactions what happened to this bank?? slow transactions slow transactions.,1,Online Services,48
12/10/2016,Bad Advice complicated online banking frustrating soo frustrating!strange additional charges.,1,Online Services,17
12/10/2016,Why!? slow transactions error kept cropping up.,1,Online Services,10
12/10/2016,Poor Interest Rates error kept cropping up complicated to figure out additional charges.,1,Online Services,38
01/11/2016,"Worried But Got Really Helpful Advise On Remorgaging with ease fast transactions fast transactions helpful customer service reliable, not bad.",5,Mortgage,3
01/11/2016,Secure From Fraud helpful customer service competitive rates responded quick efficient.,5,Online Services,44
01/11/2016,Easy Online Banking stable interest rate waved fees competitive rates.,5,Online Services,12
01/11/2016,Friendly Staff stable interest rate where i lost my PIN fast transactions easy online banking efficient.,5,Online Services,64
01/11/2016,Helped Me In A Case Of Fraud worried about fraud but worried about fraud but where i lost my PIN competitive rates secure from fraud.,5,Online Services,57
01/11/2016,Worried About Fraud But efficient friendly staff secure from fraud easy online banking.,5,Online Services,28
01/11/2016,Stable Interest Rate worried about fraud but secure from fraud helpful customer service helped me in a case of fraud responded quick easy online banking.,5,Online Services,22
01/11/2016,Stable Interest Rate where i lost my PIN waved fees fast transactions easy online banking efficient.,5,Online Services,1
01/11/2016,Where I Lost My Pin stable interest rate helpful customer service waved fees waved fees easy online banking.,5,Online Services,26
01/11/2016,Fast Transactions where i lost my PIN stable interest rate helped me in a case of fraud responded quick responded quick efficient easy online banking.,5,Online Services,63
01/11/2016,Worried About Fraud But where i lost my PIN helpful customer service responded quick helpful customer service.,5,Online Services,24
01/11/2016,Stable Interest Rate where i lost my PIN competitive rates helpful customer service helpful customer service.,5,Online Services,51
01/11/2016,Stable Interest Rate easy online banking wide range of services easy online banking easy online banking.,5,Online Services,2
01/11/2016,Competitive Rates worried about fraud but easy online banking responded quick secure from fraud helpful customer service.,5,Online Services,3
01/11/2016,Efficient fast transactions fast transactions.,5,Online Services,1
01/11/2016,"Error long wait times complicated to figure out lost my details, staff were so unhelpful complicated to figure out what happened to this bank?? lost my details, staff were so unhelpful poor interest rates.",1,Online Services,65
01/11/2016,Frustrating long wait times frustrating complicated to figure out.,1,Online Services,70
01/11/2016,Slow Transactions limited services slow transactions error kept cropping up additional charges complicated online banking rude customer service.,1,Online Services,63
01/11/2016,Poor Interest Rates the worst complicated to figure out error.,1,Online Services,58
01/11/2016,"To Frustrate Me complicated to figure out error kept cropping up lost my details, staff were so unhelpful the worst.",1,Online Services,24
01/11/2016,Poor Interest Rates rude customer service slow transactions to frustrate me.,1,Online Services,40
02/11/2016,Stressed At First Tho easy online banking not bad Thank you!.,5,Mortgage,6
02/11/2016,I Hope Youre Proud Of Yourselves!! slow transactions high fees rising long wait times.,1,Mortgage,3
02/11/2016,Easy Online Banking helped me in a case of fraud stable interest rate helpful customer service.,5,Online Services,21
02/11/2016,Wide Range Of Services where i lost my PIN responded quick helpful customer service waved fees wide range of services.,5,Online Services,42
02/11/2016,Responded Quick worried about fraud but helpful customer service helpful customer service friendly staff stable interest rate.,5,Online Services,12
02/11/2016,Efficient friendly staff helpful customer service helpful customer service competitive rates competitive rates stable interest rate wide range of services.,5,Online Services,59
02/11/2016,Secure From Fraud helpful customer service where i lost my PIN worried about fraud but wide range of services.,5,Online Services,7
02/11/2016,Efficient helpful customer service where i lost my PIN easy online banking.,5,Online Services,21
02/11/2016,Easy Online Banking helpful customer service efficient responded quick stable interest rate helpful customer service.,5,Online Services,13
02/11/2016,Responded Quick waved fees helpful customer service helped me in a case of fraud.,5,Online Services,47
02/11/2016,Efficient wide range of services helpful customer service responded quick stable interest rate helped me in a case of fraud responded quick.,5,Online Services,47
02/11/2016,Competitive Rates efficient wide range of services helpful customer service.,5,Online Services,38
02/11/2016,Worried About Fraud But fast transactions stable interest rate secure from fraud.,5,Online Services,46
02/11/2016,Responded Quick competitive rates worried about fraud but waved fees responded quick competitive rates.,5,Online Services,57
02/11/2016,Wide Range Of Services helpful customer service helped me in a case of fraud wide range of services easy online banking secure from fraud fast transactions stable interest rate.,5,Online Services,28
02/11/2016,Efficient easy online banking wide range of services.,5,Online Services,59
02/11/2016,Efficient friendly staff competitive rates fast transactions.,5,Online Services,48
02/11/2016,Error rude customer service soo frustrating!strange frustrating complicated online banking soo frustrating!strange not great.,1,Online Services,15
02/11/2016,What Happened To This Bank?? WHY!? complicated to figure out not great complicated online banking error kept cropping up additional charges.,1,Online Services,72
02/11/2016,Error Kept Cropping Up additional charges long wait times rude customer service.,1,Online Services,46
02/11/2016,Frustrating complicated to figure out soo frustrating!strange long wait times error limited services additional charges.,1,Online Services,12
02/11/2016,Complicated Online Banking soo frustrating!strange not great rude customer service complicated online banking bad advice.,1,Online Services,20
02/11/2016,Poor Interest Rates error kept cropping up WHY!?.,1,Online Services,68
02/11/2016,Not Great WHY!? what happened to this bank?? error kept cropping up.,1,Online Services,62
02/11/2016,To Frustrate Me what happened to this bank?? slow transactions.,1,Online Services,43
02/11/2016,Bad Advice to frustrate me complicated to figure out bad advice rude customer service the worst.,1,Online Services,53
02/11/2016,Complicated To Figure Out limited services what happened to this bank?? to frustrate me error kept cropping up frustrating error.,1,Online Services,39
02/11/2016,Complicated To Figure Out not great rude customer service WHY!? complicated online banking.,1,Online Services,73
02/11/2016,Error Kept Cropping Up additional charges the worst soo frustrating!strange.,1,Online Services,63
02/11/2016,Error Kept Cropping Up bad advice frustrating limited services rude customer service complicated online banking complicated online banking.,1,Online Services,61
03/11/2016,Long Wait Times terrible manager unhelpful staff bad financial advice.,1,Mortgage,15
03/11/2016,Slow Transactions additional charges what happened not great.,1,Mortgage,66
03/11/2016,Insecure unhelpful staff distressed by this rising limited services.,1,Mortgage,55
03/11/2016,Slow Transactions rising limited services my mum.,1,Mortgage,65
03/11/2016,Helped Me In A Case Of Fraud secure from fraud easy online banking worried about fraud but.,5,Online Services,46
03/11/2016,Friendly Staff wide range of services helped me in a case of fraud.,5,Online Services,72
03/11/2016,Wide Range Of Services worried about fraud but where i lost my PIN responded quick.,5,Online Services,21
03/11/2016,Waved Fees where i lost my PIN waved fees helped me in a case of fraud easy online banking responded quick secure from fraud easy online banking.,5,Online Services,72
03/11/2016,Waved Fees wide range of services easy online banking stable interest rate competitive rates friendly staff.,5,Online Services,20
03/11/2016,Worried About Fraud But stable interest rate secure from fraud wide range of services efficient.,5,Online Services,53
03/11/2016,Waved Fees helpful customer service secure from fraud friendly staff.,5,Online Services,39
03/11/2016,Friendly Staff worried about fraud but helped me in a case of fraud secure from fraud.,5,Online Services,26
03/11/2016,Competitive Rates secure from fraud where i lost my PIN where i lost my PIN.,5,Online Services,77
03/11/2016,Wide Range Of Services responded quick worried about fraud but fast transactions stable interest rate where i lost my PIN friendly staff.,5,Online Services,63
03/11/2016,Poor Interest Rates limited services WHY!? frustrating.,1,Online Services,48
03/11/2016,To Frustrate Me the worst long wait times additional charges.,1,Online Services,59
03/11/2016,Not Great to frustrate me additional charges the worst.,1,Online Services,26
03/11/2016,To Frustrate Me long wait times error kept cropping up to frustrate me bad advice rude customer service.,1,Online Services,63
03/11/2016,Long Wait Times slow transactions WHY!? error kept cropping up rude customer service.,1,Online Services,63
03/11/2016,What Happened To This Bank?? the worst slow transactions to frustrate me to frustrate me.,1,Online Services,60
04/11/2016,Fast Transactions stressed at first tho froze the interest rate excellent financial advice wide range of services Thank you! friendly staff.,5,Mortgage,36
04/11/2016,Froze The Interest Rate not bad stressed at first tho wide range of services waved fees.,5,Mortgage,6
04/11/2016,Easy Online Banking helped me in a case of fraud wide range of services waved fees responded quick.,5,Online Services,68
04/11/2016,Easy Online Banking fast transactions wide range of services easy online banking secure from fraud easy online banking.,5,Online Services,20
04/11/2016,Friendly Staff easy online banking competitive rates helpful customer service responded quick responded quick wide range of services.,5,Online Services,28
04/11/2016,Responded Quick worried about fraud but waved fees competitive rates secure from fraud.,5,Online Services,47
04/11/2016,Stable Interest Rate secure from fraud worried about fraud but secure from fraud helped me in a case of fraud.,5,Online Services,29
04/11/2016,Where I Lost My Pin helpful customer service stable interest rate efficient easy online banking easy online banking helpful customer service.,5,Online Services,9
04/11/2016,Helped Me In A Case Of Fraud competitive rates efficient stable interest rate stable interest rate worried about fraud but.,5,Online Services,74
04/11/2016,Helped Me In A Case Of Fraud helpful customer service worried about fraud but secure from fraud worried about fraud but.,5,Online Services,21
04/11/2016,Fast Transactions secure from fraud wide range of services friendly staff helped me in a case of fraud worried about fraud but.,5,Online Services,2
04/11/2016,Helpful Customer Service competitive rates where i lost my PIN where i lost my PIN helpful customer service easy online banking.,5,Online Services,45
04/11/2016,Where I Lost My Pin helped me in a case of fraud secure from fraud worried about fraud but competitive rates.,5,Online Services,52
04/11/2016,Stable Interest Rate secure from fraud efficient where i lost my PIN fast transactions stable interest rate where i lost my PIN worried about fraud but.,5,Online Services,48
04/11/2016,Stable Interest Rate secure from fraud helpful customer service friendly staff.,5,Online Services,50
04/11/2016,Soo Frustrating!Strange bad advice the worst to frustrate me to frustrate me.,1,Online Services,70
04/11/2016,"Frustrating to frustrate me additional charges to frustrate me lost my details, staff were so unhelpful.",1,Online Services,71
04/11/2016,Rude Customer Service WHY!? WHY!? WHY!? soo frustrating!strange error kept cropping up.,1,Online Services,62
04/11/2016,Complicated Online Banking what happened to this bank?? what happened to this bank??.,1,Online Services,38
